APN,New AIN,Old AIN
4322017001,4322-017-087,4322-017-001*
4323006013,4323-006-109,4323-006-013*
4323006015,4323-006-109,4323-006-015*
4323006027,,
4323007034,4323-007-137,4323-007-034*
4323007035,4323-007-137,4323-007-035*
4323007036,4323-007-137,4323-007-036*
4323007037,,
4323012013,4323-012-162,4323-012-013*
4323013044,,
4323023033,,
4324003010,,
4324007017,,
4324014072,4324-014-072,
4324023012,,
4324030010,4324-030-108,4324-030-010*
4324032003,,
4324032019,,
4324038001,4324-038-001,
4324038002,4324-038-002,
4325001017,,
4325013012,,
4325013013,,
4325013014,,
4325019003,,
4325019004,,
4325019018,,
4325023011,,
4325023017,,
4325025012,,
4325025084,4325-025-084,
4326001022,4326-001-219,4326-001-022*
4326001023,4326-001-219,4326-001-023*
4326002017,4326-002-200,4326-002-017*
4326003014,4326-003-226,4326-003-014*
4326003015,4326-003-226,4326-003-015*
4326025010,,
4326025128,4326-025-128,4326-025-128*
4326032015,4326-032-034,4326-032-015*
4326032016,4326-032-034,4326-032-016*
4327005018,4327-005-102,4327-005-018*
4327005019,4327-005-102,4327-005-019*
4330005016,4330-005-093,4330-005-016*
4330005039,,
4330005041,,
4330013002,4330-013-118,4330-013-002*
4330013003,4330-013-118,4330-013-003*
4330013004,4330-013-118,4330-013-004*
4330013005,4330-013-118,4330-013-005*
4330024021,4330-024-041,4330-024-021*
4330035009,,
4332002026,4332-002-060,4332-002-026*
4332002044,4332-002-059,4332-002-044*
4332002045,4332-002-059,4332-002-045*
4332002046,4332-002-059,4332-002-046*
4332016034,,
4332017013,4332-017-048,4332-017-013*
4332017014,4332-017-048,4332-017-014*
4332018031,4332-018-062,4332-018-031*
4332018032,4332-018-062,4332-018-032*
4332018035,4332-018-078,4332-018-035*
4332018042,4332-018-078,4332-018-042*
4332019006,4332-019-095,4332-019-006*
4332019021,4332-019-094,4332-019-021*
4332019029,,
4332019033,4332-019-093,4332-019-033*
4332019034,4332-019-093,4332-019-034*
4332021026,,
4332021027,,
4332022020,,
4332022034,,
4332022040,4332-022-047,4332-022-040*
4332022041,4332-022-047,4332-022-041*
4332023025,4332-023-054,4332-023-025*
4332023026,4332-023-054,4332-023-026*
4332023027,4332-023-054,4332-023-027*
4332025021,,
4332025022,4332-025-032,4332-025-022*
4332025026,4332-025-033,4332-025-026*
4332025027,4332-025-033,4332-025-027*
4332025028,,
4332029001,4332-029-021,4332-029-001*
4332030002,,
4332030004,4332-030-031,4332-030-004*
4332030005,4332-030-031,4332-030-005*
4332030006,,
4332030007,,
4333012024,,
4333012025,,
4333013007,,
4333020009,,
4333020016,4333-020-080,4333-020-016*
4333020017,4333-020-080,4333-020-017*
4333020029,,
4333022012,4333-022-041,4333-022-012*
4333022013,4333-022-041,4333-022-013*
4333023012,,
4333024030,4333-024-054,4333-024-030*
4334015003,,
4334015010,4334-015-135,4334-015-010*
4334015011,4334-015-135,4334-015-011*
4334015012,4334-015-135,4334-015-012*
4334015013,4334-015-135,4334-015-013*
4334015014,4334-015-135,4334-015-014*
4334016008,4334-016-104,4334-016-008*
4334016030,,
4334016038,,
4335001006,4335-001-094,4335-001-006*
4335001007,4335-001-094,4335-001-007*
4335001018,4335-001-093,4335-001-018*
4335001019,4335-001-093,4335-001-019*
4335006027,,
4335007123,4335-007-123,
4335008011,,
4335008015,,
4335014028,4335-014-062,4335-014-028*
4335014036,4335-014-062,4335-014-036*
4337001004,,
4360004012,4360-004-219,4360-004-012*
4360004013,4360-004-219,4360-004-013*
4360006017,,
4363005019,4363-005-047,4363-005-019*
4363005020,4363-005-047,4363-005-020*
4363007020,4363-007-247,4363-007-020*
4363009002,,
4363010022,,
4363014009,,
4363014010,,
4368015003,,
4378018002,4378-018-109,4378-018-002*
4401002010,4401-002-131,4401-002-010*
4401010011,4401-010-104,4401-010-011*
4401010105,4401-010-105,4401-010-105*
4401017007,,
4401024026,,
4401026046,4401-026-046,4401-026-046*
4401029081,4401-029-081,
4402022010,,
4402022011,,
4404001011,,
4404003007,,
4404009008,,
4404012010,,
4412004025,,
4412005026,4412-005-047,4412-005-026*
4413012015,,
4420009035,4420-009-044,4420-009-035*
5001015006,,
5001026041,5001-026-041,
5001030016,,
5001032002,,
5001037009,,
5002013008,,
5006019001,5006-019-028,5006-019-001*
5013013003,,
5013013004,,
5013015014,5013-015-032,5013-015-014*
5013015030,5013-015-032,5013-015-030*
5013024011,,
5014019002,,
5014020010,,
5014026022,,
5015040024,,
5015040027,5015-040-035,5015-040-027*
5016016004,,
5016024015,,
5016029001,,
5018004003,,
5018004004,,
5018006016,,
5018023034,,
5018026017,5018-026-030,5018-026-017*
5018027017,,
5018027018,,
5018027019,,
5018028009,5018-028-031,5018-028-009*
5018033017,,
5019006016,5019-006-032,5019-006-016*
5019006018,5019-006-032,5019-006-018*
5019008027,,
5019019004,,
5019019010,,
5019019016,,
5020011021,,
5020025011,,
5020025014,,
5020034018,,
5021004004,,
5021009014,5021-009-036,5021-009-014*
5021016028,,
5021028002,,
5023017013,,
5032015003,,
5034019024,,
5035007005,,
5035014010,,
5035018026,,
5035022005,,
5035024018,,
5036002020,,
5036003001,,
5036015020,,
5036020025,,
5036029019,,
5037002012,,
5037003004,,
5037003004,,
5037004006,,
5037004017,,
5037004019,,
5037004021,,
5037004025,,
5037007001,5037-007-036,5037-007-001*
5037007013,,
5037007021,5037-007-037,5037-007-021*
5037007022,5037-007-037,5037-007-022*
5037008001,5037-008-030,5037-008-001*
5037012001,,
5037012002,,
5037012023,,
5037014002,,
5037016026,,
5037019021,,
5037019034,,
5037019040,,
5037020012,,
5037020040,,
5037020046,,
5037021010,,
5037021027,5037-021-027,
5037022024,5037-022-024,5037-022-024*
5037023019,,
5037023020,,
5037023021,,
5037025007,,
5037031005,,
5037031006,,
5037031007,,
5037031008,,
5037031009,,
5037031014,5037-031-025,5037-031-014*
5037031015,,
5037032003,,
5037032004,,
5037032005,,
5037032006,,
5037032007,,
5037032008,,
5037032041,5037-032-041,
5037032048,5037-032-048,
5039019046,,
5040001009,5040-001-025,5040-001-009*
5040001011,,
5040003001,,
5040003007,,
5040003014,5040-003-025,5040-003-014*
5040003014,5040-003-025,5040-003-014*
5040004018,,
5040004019,,
5040006018,,
5040008006,5040-008-031,5040-008-006*
5040008006,5040-008-031,5040-008-006*
5040009026,,
5040011012,,
5040011019,,
5040012022,,
5040013012,,
5040013027,,
5040013033,,
5040014004,,
5040014005,,
5040014014,,
5040014029,,
5040015004,5040-015-041,5040-015-004*
5040015026,,
5040017009,5040-017-031,5040-017-009*
5040017020,5040-017-032,5040-017-020*
5040017022,,
5040018009,,
5040018015,,
5040018031,5040-018-031,
5040019004,5040-019-047,5040-019-004*
5040019005,5040-019-047,5040-019-005*
5040019007,5040-019-047,5040-019-007*
5040019016,,
5040020018,,
5040021021,,
5040024005,,
5040024015,,
5040028005,,
5040028020,,
5040028021,,
5040029007,,
5040029017,5040-029-027,5040-029-017*
5040029018,5040-029-026,5040-029-018*
5040030002,5040-030-045,5040-030-002*
5040030008,5040-030-042,5040-030-008*
5040030030,5040-030-046,5040-030-030*
5040031002,,
5040031032,,
5040031033,,
5040031035,5040-031-044,5040-031-035*
5040032001,5040-032-042,5040-032-001*
5040032002,5040-032-034,5040-032-002*
5040033013,,
5041001004,,
5041001038,,
5041008016,,
5041008018,,
5041009010,,
5041009014,5041-009-028,5041-009-014*
5041009015,5041-009-028,5041-009-015*
5041009024,,
5041010024,,
5041011010,,
5041012026,,
5041012042,,
5041016017,,
5041017015,,
5041019014,,
5041019015,,
5041019031,,
5041020022,,
5041020028,,
5041022004,,
5041025007,,
5041025026,,
5041026016,,
5041027002,,
5041027022,,
5041028028,,
5041029019,,
5041029029,,
5041035051,,
5043001008,,
5043001028,,
5043004030,,
5043010005,,
5043010017,,
5043015012,,
5043015019,,
5043024023,5043-024-029,5043-024-023*
5043025024,,
5044007013,,
5044018008,,
5044027022,,
5046006024,,
5046006025,5046-006-034,5046-006-025*
5046006026,5046-006-034,5046-006-026*
5046006027,5046-006-034,5046-006-027*
5046007017,,
5046014005,,
5046014006,,
5046014010,5046-014-022,5046-014-010*
5046014011,5046-014-022,5046-014-011*
5046015022,,
5046015024,,
5046015025,5046-015-033,5046-015-025*
5046015026,5046-015-033,5046-015-026*
5046015027,5046-015-034,5046-015-027*
5046015028,5046-015-034,5046-015-028*
5046015029,5046-015-032,5046-015-029*
5046015030,5046-015-032,5046-015-030*
5047018005,,
5048001031,5048-001-086,5048-001-031*
5048020014,,
5048021020,,
5049001043,,
5049001045,,
5049023050,,
5049024036,,
5049024040,,
5049026022,,
5050001012,,
5050002003,,
5050002028,,
5050011008,,
5050011022,,
5050015010,,
5050015011,,
5050027061,,
5050028040,,
5050028047,,
5050030058,,
5051008005,,
5051009002,,
5051011006,,
5051011007,,
5051015006,,
5051017028,,
5051024009,,
5051028004,,
5052004007,,
5052009018,,
5052014014,,
5053017018,,
5053018021,,
5053019007,,
5053027029,,
5053032037,,
5053035010,,
5054022010,,
5055002006,,
5055003004,,
5055021008,,
5055024015,5055-024-015,
5055025009,,
5055026032,5055-026-040,5055-026-032*
5056001011,,
5056002023,,
5056003019,,
5056008006,,
5056010025,,
5056012025,,
5056014024,,
5056016005,,
5056016015,,
5057001021,,
5057003009,,
5057005009,,
5057007018,,
5057008017,,
5057009002,,
5057013020,,
5057016023,,
5057023033,5057-023-038,5057-023-033*
5058020006,5058-020-045,5058-020-006*
5058021017,,
5058021024,,
5058021028,,
5058022023,,
5058024014,,
5059025014,5059-025-031,5059-025-014*
5059026017,,
5060006012,,
5060021010,,
5061011025,,
5061014003,5061-014-023,5061-014-003*
5061016006,,
5061025008,,
5062001010,,
5062012023,,
5062017013,,
5062027019,,
5062027031,,
5063002007,5063-002-037,5063-002-007*
5063002025,,
5063007058,,
5063007068,,
5063011005,,
5063012064,,
5063023005,,
5063025027,5063-025-027,
5064002017,,
5064007032,,
5064009032,,
5064015009,,
5064016009,,
5064019001,,
5064019011,,
5064023007,,
5064023009,,
5064023016,5064-023-028,5064-023-016*
5064023017,5064-023-028,5064-023-017*
5064023018,5064-023-028,5064-023-018*
5065006016,,
5065008009,5065-008-023,5065-008-009*
5065021009,,
5066005004,,
5067002050,,
5067002055,,
5067003010,,
5067004025,,
5067004044,,
5067005014,,
5067005018,,
5067007029,,
5067008019,,
5067009008,,
5067010004,,
5067011021,,
5067013028,,
5067018013,,
5067018026,,
5067019025,5067-019-046,5067-019-025*
5067019026,5067-019-058,5067-019-026*
5067019027,5067-019-058,5067-019-027*
5068003003,,
5068004030,,
5068006007,5068-006-031,5068-006-007*
5068007013,,
5068007019,5068-007-028,5068-007-019*
5068007020,5068-007-028,5068-007-020*
5068016022,5068-016-058,5068-016-022*
5068017013,5068-017-052,5068-017-013*
5068017016,5068-017-054,5068-017-016*
5068017024,5068-017-053,5068-017-024*
5068017036,,
5068017038,,
5068018004,5068-018-066,5068-018-004*
5068018034,5068-018-065,5068-018-034*
5068021024,,
5068022025,,
5068026012,,
5068026015,,
5068026019,5068-026-030,5068-026-019*
5069008018,,
5069015014,5069-015-023,5069-015-014*
5069018014,,
5069018019,,
5069019003,5069-019-040,5069-019-003*
5069019031,,
5069023003,,
5069026016,,
5069034004,,
5070001029,,
5070005013,,
5070008016,,
5070009014,,
5070009024,,
5070014010,,
5070014041,,
5070018007,,
5071009038,,
5071013046,,
5071015043,,
5071018006,5071-018-044,5071-018-006*
5071018007,5071-018-044,5071-018-007*
5071018027,,
5071020028,,
5071021031,,
5071022013,,
5071022030,,
5071023015,,
5071023036,,
5071024023,,
5071024039,,
5072001027,,
5072009029,,
5072010038,,
5072013010,,
5072017013,5072-017-016,5072-017-013*
5072022012,,
5072033016,,
5073005002,5073-005-020,5073-005-002*
5073009011,5073-009-018,5073-009-011*
5073017016,,
5073018013,,
5073025007,,
5074001018,,
5074008004,,
5074008013,,
5074025022,,
5075003007,,
5075007007,,
5075007008,,
5075007009,,
5075008010,,
5075008019,,
5075008043,,
5075010023,5075-010-029,5075-010-023*
5075010031,5075-010-030,
5075010034,5075-010-030,
5075019004,,
5075019009,,
5075022003,,
5075029012,,
5075029015,,
5075030007,,
5075030008,,
5075032011,,
5076002013,,
5076006025,,
5076009012,,
5076009013,,
5076011002,,
5076011003,,
5076012018,,
5076013002,,
5076014014,5076-014-043,5076-014-014*
5076016009,5076-016-027,5076-016-009*
5076018013,,
5076018014,,
5076019019,5076-019-031,5076-019-019*
5076019023,5076-019-031,5076-019-023*
5077001014,5077-005-028,5077-001-014*
5077015011,5077-015-020,5077-015-011*
5077015012,5077-015-020,5077-015-012*
5077015019,5077-015-018,
5077016017,5077-016-030,5077-016-017*
5077016018,5077-016-030,5077-016-018*
5077016019,5077-016-030,5077-016-019*
5077016020,5077-016-030,5077-016-020*
5077018005,,
5077020006,,
5077021014,5077-021-029,5077-021-014*
5077021015,5077-021-029,5077-021-015*
5077022017,5077-022-059,5077-022-017*
5077022018,5077-022-059,5077-022-018*
5077022025,5077-021-029,5077-022-025*
5077022059,5077-022-059,
5077023015,5077-023-032,5077-023-015*
5077024038,5077-024-038,5077-024-038*
5077025007,5077-025-032,5077-025-007*
5077025015,5077-025-033,5077-025-015*
5077028034,5077-028-034,
5077029004,,
5077029006,,
5077029021,5077-029-032,5077-029-021*
5078001002,,
5078002020,,
5078003003,5078-003-038,5078-003-003*
5078003005,,
5078004019,5078-004-029,5078-004-019*
5078006016,,
5078006018,,
5078006019,,
5078006028,5078-006-028,
5078007001,,
5078007002,,
5078008035,5078-008-035,
5078012003,,
5078012004,,
5078012005,,
5078013005,,
5078014011,,
5078014012,,
5078014048,5078-014-048,
5078015021,5078-015-057,5078-015-021*
5078016010,5078-016-049,5078-016-010*
5078016016,5078-016-047,5078-016-016*
5078017004,5078-017-024,5078-017-004*
5078017007,5078-017-024,5078-017-007*
5078018007,,
5078019007,5078-019-028,5078-019-007*
5078019028,5078-019-028,
5078020018,5078-020-027,5078-020-018*
5078020019,5078-020-027,5078-020-019*
5078022001,,
5078022003,,
5078022004,,
5078022028,5078-022-029,5078-022-028*
5078031011,,
5078033013,,
5078035018,,
5078035020,,
5080009026,,
5080012011,5080-012-033,5080-012-011*
5080013018,5080-013-051,5080-013-018*
5080013019,5080-013-051,5080-013-019*
5080013020,5080-013-052,5080-013-020*
5080013021,5080-013-052,5080-013-021*
5080014003,5080-014-052,5080-014-003*
5080014024,,
5080014025,,
5080016008,5080-016-022,5080-016-008*
5080016009,5080-016-022,5080-016-009*
5080017004,5080-017-107,5080-017-004*
5080017009,5080-017-108,5080-017-009*
5080017016,,
5080018055,5080-018-055,
5080021017,5080-021-029,5080-021-017*
5080021027,5080-021-029,5080-021-027*
5080021071,5080-021-071,
5080022014,,
5080026006,,
5080027007,,
5080029012,,
5080030003,5080-030-044,5080-030-003*
5080030004,5080-030-044,5080-030-004*
5080030005,5080-030-045,5080-030-005*
5080030020,5080-030-044,5080-030-020*
5080030022,5080-030-044,5080-030-022*
5080030023,5080-030-044,5080-030-023*
5080031003,5080-031-055,5080-031-003*
5080031004,5080-031-055,5080-031-004*
5080033021,,
5080034017,,
5080035009,,
5081007009,5081-007-026,5081-007-009*
5081008001,,
5081008003,,
5081010006,5081-010-043,5081-010-006*
5081010007,5081-010-043,5081-010-007*
5082006030,,
5082009025,,
5082014015,,
5082014025,,
5082014029,,
5082019025,,
5082019027,,
5082022022,,
5083002010,,
5083003011,,
5083006007,,
5083006023,,
5083007006,,
5083011024,,
5083016003,,
5083017023,,
5083018006,,
5083022008,,
5083024019,,
5083025003,,
5083031002,5083-031-084,5083-031-002*
5083031026,,
5084004015,,
5084005013,,
5084006006,,
5084012019,,
5084027021,,
5084028026,,
5084029036,,
5084030011,,
5084030019,,
5084032004,,
5084032023,,
5084032024,,
5085002018,,
5085006004,,
5085010002,,
5085014001,5085-014-046,5085-014-001*
5085022009,,
5085022024,,
5085023011,,
5085036015,,
5086010012,,
5086010013,5086-010-901,5086-010-013*
5086012032,5086-012-032,5086-012-032*
5086013021,,
5086021015,5086-021-058,5086-021-015*
5086021033,,
5086026003,,
5087001024,,
5087013021,,
5087020031,,
5087021022,,
5087027017,,
5088010019,,
5089005010,,
5089014006,,
5089014034,,
5090031009,,
5092002029,5092-002-047,5092-002-029*
5092021013,,
5092022006,,
5092022007,,
5092022011,5092-022-033,5092-022-011*
5092023013,5092-023-041,5092-023-013*
5092025019,5092-025-030,5092-025-019*
5092026010,5092-026-042,5092-026-010*
5092027007,5092-027-028,5092-027-007*
5092027008,5092-027-028,5092-027-008*
5092027019,,
5092028019,,
5093004009,5093-004-069,5093-004-009*
5093004014,5093-004-068,5093-004-014*
5093017018,5093-017-042,5093-017-018*
5093022007,5093-022-027,5093-022-007*
5093022008,5093-022-027,5093-022-008*
5093022009,5093-022-027,5093-022-009*
5093022010,5093-022-027,5093-022-010*
5093022011,5093-022-027,5093-022-011*
5093022016,5093-022-028,5093-022-016*
5093022017,5093-022-028,5093-022-017*
5093023057,5093-023-057,
5093024005,,
5093025102,5093-025-102,
5094004011,5094-004-021,5094-004-011*
5094004012,5094-004-021,5094-004-012*
5094009011,5094-009-036,5094-009-011*
5094017002,,
5094017003,5094-017-023,5094-017-003*
5094017004,5094-017-023,5094-017-004*
5094017005,5094-017-023,5094-017-005*
5094017007,,
5094017017,5094-017-022,5094-017-017*
5094017018,5094-017-022,5094-017-018*
5094017019,5094-017-022,5094-017-019*
5094018001,,
5094018013,,
5094018014,,
5094023011,,
5094023027,5094-023-041,5094-023-027*
5094023028,5094-023-041,5094-023-028*
5094023029,5094-023-041,5094-023-029*
5094023038,5094-023-040,5094-023-038*
5094023039,5094-023-040,5094-023-039*
5094024006,,
5094024015,,
5094025002,5094-025-086,5094-025-002*
5094025017,,
5094026018,5094-026-024,5094-026-018*
5101008023,,
5101011011,,
5101013012,,
5101031024,,
5101031032,,
5101034002,,
5101038029,5101-038-029,
5103010006,,
5103011003,,
5103016020,,
5104009002,,
5104013020,,
5104024009,,
5105002018,,
5106001002,,
5106002021,5106-002-020,
5106004039,5106-004-039,
5106020002,,
5107002010,,
5107010027,5107-010-030,5107-010-027*
5107022023,,
5107023028,,
5107031031,,
5109003039,,
5109005030,,
5109008009,,
5109025032,,
5110006023,,
5110006024,,
5110006028,,
5110009008,,
5110010007,,
5110020022,,
5110025003,5110-025-032,5110-025-003*
5111023025,,
5113003012,,
5113018013,,
5113029019,,
5113030001,,
5113031011,,
5113032031,,
5113036019,,
5114008021,,
5114014009,5114-014-034,5114-014-009*
5114014020,5114-014-037,5114-014-020*
5114018022,,
5114019005,,
5115001004,,
5115006011,,
5115019028,,
5116003005,5116-003-039,5116-003-005*
5116008002,,
5116027002,,
5118011001,,
5118014011,,
5119010017,,
5119013020,,
5119014016,,
5119022017,,
5119024005,,
5120001007,,
5120022006,5120-022-040,5120-022-006*
5120026022,,
5121012003,,
5121022011,,
5121029023,,
5122012009,,
5123011005,,
5123011009,,
5123011021,,
5123013002,,
5123020005,5123-020-033,5123-020-005*
5123020006,5123-020-033,5123-020-006*
5123020011,5123-020-029,5123-020-011*
5124018002,,
5124031006,,
5127003001,,
5127003017,,
5127003020,,
5127005003,,
5127012007,,
5127015007,,
5127015020,,
5127015021,,
5127023004,,
5127029037,,
5127032019,,
5127033021,,
5127036017,,
5127036022,,
5127037008,,
5128002016,,
5128002028,,
5128003029,,
5128003034,,
5128003039,,
5128004031,5128-004-043,5128-004-031*
5128008013,,
5128012020,,
5128014005,,
5128022025,,
5131005002,,
5131008019,,
5131021009,,
5131023014,,
5131025012,,
5135020016,,
5136003001,5136-003-020,5136-003-001*
5136003002,5136-003-020,5136-003-002*
5136003004,,
5136004009,5136-004-083,5136-004-009*
5136005018,,
5136019015,,
5136020005,,
5137010009,,
5137015012,,
5137015014,,
5137015016,,
5137022003,,
5137032014,,
5138005015,,
5141001901,5141-001-901,5141-001-901*
5141017004,5141-017-030,5141-017-004*
5141017005,5141-017-030,5141-017-005*
5141017006,5141-017-030,5141-017-006*
5141017007,5141-017-030,5141-017-007*
5141017008,5141-017-030,5141-017-008*
5141017009,5141-017-030,5141-017-009*
5141020012,,
5141020019,,
5141021002,,
5141023005,5141-023-026,5141-023-005*
5141023006,5141-023-026,5141-023-006*
5141026006,,
5142003012,,
5142023006,,
5142023013,5142-023-013,
5142024010,,
5142027007,5142-027-037,5142-027-007*
5143001004,5143-001-014,5143-001-004*
5143001005,5143-001-014,5143-001-005*
5143001014,5143-001-014,
5143009004,,
5143009005,,
5143010010,,
5143011001,,
5143021015,,
5147010001,,
5147029048,5147-029-048,5147-029-048*
5153002010,,
5153002028,,
5153016044,,
5153024018,5153-024-030,5153-024-018*
5153024019,5153-024-030,5153-024-019*
5153024020,5153-024-030,5153-024-020*
5153024021,5153-024-030,5153-024-021*
5153024022,5153-024-030,5153-024-022*
5153024025,5153-024-030,5153-024-025*
5153028007,5153-028-023,5153-028-007*
5153028014,,
5154001003,5143-001-026,5154-001-003*
5154001023,5154-001-023,
5154003009,5154-003-009,5154-003-009*
5154003010,,
5154004004,,
5154006010,5154-006-014,5154-006-010*
5154012019,,
5154015003,,
5154017009,,
5154029016,5154-029-030,5154-029-016*
5154029017,5154-029-030,5154-029-017*
5154031006,,
5154036008,,
5154037003,,
5155004021,,
5155006001,,
5155009013,5155-009-047,5155-009-013*
5155009014,5155-009-047,5155-009-014*
5155013004,5155-013-029,5155-013-004*
5155013005,5155-013-029,5155-013-005*
5155021016,5155-021-027,5155-021-016*
5155021018,5155-021-027,5155-021-018*
5155022021,,
5155027007,,
5155029009,,
5155032003,,
5155032004,,
5155033008,,
5156005021,,
5156007008,,
5156011006,5156-011-021,5156-011-006*
5156016002,5156-016-900,5156-016-002*
5156016017,,
5156022013,5156-022-030,5156-022-013*
5156022016,5156-022-030,5156-022-016*
5156024013,5156-024-044,5156-024-013*
5156025010,,
5156028014,,
5157006008,,
5157007011,,
5157007023,,
5157007026,,
5157008006,,
5157011011,,
5157012009,,
5157017010,5157-017-075,5157-017-010*
5157017031,5157-017-031,
5157018005,5157-018-065,5157-018-005*
5157018024,,
5157018043,,
5157018045,5157-018-062,5157-018-045*
5157020021,5157-020-132,5157-020-021*
5157020023,5157-020-132,5157-020-023*
5157021028,,
5157021030,,
5157023015,5157-023-025,5157-023-015*
5157025029,,
5157026016,,
5159004006,,
5159006009,5159-006-022,5159-006-009*
5159009005,,
5159009014,,
5159014009,5159-014-024,5159-014-009*
5159023011,5159-023-025,5159-023-011*
5159023013,5159-023-025,5159-023-013*
5159023014,5159-023-025,5159-023-014*
5159023016,5159-023-025,5159-023-016*
5159023017,5159-023-025,5159-023-017*
5160004009,,
5160009012,,
5160009013,,
5160009023,,
5160011010,5160-011-018,5160-011-010*
5160015002,,
5160020030,,
5160022028,5160-022-040,5160-022-028*
5160022029,5160-022-040,5160-022-029*
5160022030,5160-022-040,5160-022-030*
5160022032,,
5172020012,,
5174003015,,
5174005018,,
5174010034,,
5174014041,,
5174018057,5174-018-063,5174-018-057*
5174018062,5174-018-062,
5174019047,,
5174024005,,
5174024011,5174-024-043,5174-024-011*
5175004018,,
5175009008,,
5175010018,,
5175014008,,
5177016016,,
5177020004,,
5177020009,,
5177020024,,
5177022014,,
5177026019,,
5177027008,,
5177027021,,
5177027022,,
5177029015,,
5177034015,5177-034-031,5177-034-015*
5178018011,,
5179014900,5179-014-900,5179-014-900*
5180001013,,
5180002002,,
5180002005,,
5180002029,5180-002-029,5180-002-029*
5180003006,5180-003-030,5180-003-006*
5180003028,,
5180006030,,
5180007033,,
5180008010,5180-008-908,5180-008-010*
5180008011,,
5180009019,,
5180010031,,
5180012032,,
5183001017,,
5183002015,,
5183005014,,
5183008009,,
5183013001,,
5183013010,,
5183015026,,
5183016028,,
5183019003,,
5185009010,,
5185029018,,
5185032018,,
5185034014,5185-034-023,5185-034-014*
5185038004,,
5186008004,,
5188006002,,
5188006012,,
5188006021,,
5188006026,,
5188006036,,
5188008007,,
5188008008,,
5188014005,,
5188014015,,
5188022018,,
5189001002,,
5189006006,,
5201014012,,
5201014014,,
5201016001,5201-016-027,5201-016-001*
5202007010,5202-007-027,5202-007-010*
5202007020,5202-007-027,5202-007-020*
5202014008,,
5202014010,,
5202015016,,
5202016006,,
5202016009,,
5205015011,,
5205017002,,
5205020018,,
5207010024,,
5208001040,,
5208031011,,
5209035006,,
5210003011,,
5210005026,,
5210008011,,
5210013029,5210-013-029,
5210024002,5210-024-025,5210-024-002*
5210024003,5210-024-025,5210-024-003*
5210024009,5210-024-025,5210-024-009*
5210024011,5210-024-025,5210-024-011*
5210024015,,
5210030024,,
5210033001,5210-033-030,5210-033-001*
5211014026,,
5213035012,,
5216008017,5216-008-033,5216-008-017*
5218019036,,
5219012022,,
5219013019,,
5229027014,,
5302027010,5302-027-026,5302-027-010*
5303005010,,
5305024004,,
5305042003,5305-042-015,5305-042-003*
5305043003,,
5307002040,,
5309024003,5309-024-019,5309-024-003*
5309027001,,
5312005014,,
5312008017,5312-008-026,5312-008-017*
5401002023,,
5401007007,,
5401008014,,
5401008018,,
5401013021,,
5401013024,,
5401014016,5401-014-027,5401-014-016*
5401019002,,
5401019025,5401-019-040,5401-019-025*
5401020022,5401-020-022,
5401022019,,
5401026017,,
5401027017,5401-027-026,5401-027-017*
5402001004,,
5402001031,,
5402003012,,
5402003025,,
5402004025,,
5402006015,,
5402006030,,
5402010011,,
5402010012,,
5402010019,,
5402013001,5402-013-029,5402-013-001*
5402013007,,
5402013025,,
5402021001,5402-021-043,5402-021-001*
5402021002,5402-021-043,5402-021-002*
5402027026,5402-027-030,5402-027-026*
5402028002,,
5402028016,,
5402031026,5402-031-026,5402-031-026*
5402032003,,
5402032012,,
5402037004,,
5402039016,,
5404003017,5404-003-039,5404-003-017*
5404003018,5404-003-039,5404-003-018*
5404003019,5404-003-039,5404-003-019*
5404003020,,
5404003021,,
5404004013,5404-004-036,5404-004-013*
5404017014,,
5404020002,,
5404022017,,
5405001026,,
5405002024,,
5405007012,,
5405010017,,
5405022012,,
5406001030,,
5406011016,,
5406011020,,
5406014025,,
5406014032,,
5406015001,,
5406015045,5406-015-045,
5406016007,5406-016-036,5406-016-007*
5406016023,5406-016-036,5406-016-023*
5406016026,,
5406021032,,
5406021033,,
5406022028,5406-022-130,5406-022-028*
5406024006,5406-024-038,5406-024-006*
5406024008,5406-024-038,5406-024-008*
5406027014,,
5407005007,,
5407009019,,
5407024018,,
5408013004,5408-013-034,5408-013-004*
5410007006,,
5414002001,5414-002-010,5414-002-001*
5414005003,,
5414005062,,
5414018012,5414-018-030,5414-018-012*
5415008010,,
5415011039,5415-011-039,
5415026007,,
5419013007,,
5419018014,,
5419020024,,
5419020029,,
5419023010,,
5419023020,,
5420012008,,
5420013016,,
5420014011,,
5420016003,5420-016-018,5420-016-003*
5420016004,5420-016-018,5420-016-004*
5420019013,,
5420021006,,
5420021019,,
5420028019,5420-028-060,5420-028-019*
5420030027,,
5420032036,,
5422009009,,
5422010017,,
5422017035,,
5422018014,,
5422019030,,
5423010002,5423-010-032,5423-010-002*
5423011021,,
5423017028,,
5424012006,,
5424022029,5424-022-029,5424-022-029*
5424023005,,
5424023007,,
5424024008,,
5424027005,,
5424027006,5424-027-021,5424-027-006*
5425001022,5425-001-050,5425-001-022*
5425004022,,
5425004023,,
5425006028,,
5425009022,,
5425011017,,
5425016020,,
5425023009,,
5426003014,,
5426006018,,
5427002012,,
5427002020,,
5427003017,5427-003-025,5427-003-017*
5427004005,5427-004-009,5427-004-005*
5427006028,,
5427006030,,
5427007011,,
5427008015,,
5427009009,,
5427011028,5427-011-031,5427-011-028*
5427011029,5427-011-031,5427-011-029*
5427011030,5427-011-031,5427-011-030*
5427014023,,
5427015006,,
